id,name,municipality,iata_code
6523,Total RF Heliport,Bensalem,
323361,Aero B Ranch Airport,Leoti,
6524,Lowell Field,Anchor Point,
6525,Epps Airpark,Harvest,
506791,Katmai Lodge Airport,King Salmon,
322127,Fulton Airport,Alex,
6527,Cordes Airport,Cordes,
6528,Goldstone (GTS) Airport,Barstow,
324424,Williams Ag Airport,Biggs,
322658,Kitchen Creek Helibase Heliport,Pine Valley,
6531,Grass Patch Airport,Bushnell,
6533,River Oak Airport,Okeechobee,
6534,Lt World Airport,Lithonia,
6535,Caffrey Heliport,Hiram,
6536,Kaupulehu Heliport,Kailua-Kona,
6537,Delta Shores Airport,Clark Fork,
322581,Goltl Airport,McDonald,
6539,Hammer Airport,Polo,
6540,St Mary Medical Center Heliport,Hobart,
6541,Hayenga's Cant Find Farms Airport,Kings,
6542,Hayden Farm Airport,Gardner,
6543,Robbins Roost Airport,Stanford,
45437,Shell Chemical East Site Heliport,Gonzales,
6544,Ac & R Components Heliport,Chatham,
6545,Lejeune Airport,Crowley,
6546,Slater Field,Federalsburg,
6547,Dow Chemical Heliport,Ludington,
6548,Battle Lake Municipal Airport,Battle Lake,
6549,Cooper Flying Service Airport,Alba,
324642,Livingston Healthcare Heliport,Livingston,
6551,Bucks Airport,Bridgeton,
6552,North Raleigh Airport,Louisburg,
6553,Colgate-Piscataway Heliport,New Brunswick,
321919,Cliche Cove Seaplane Base,Beekmantown,
506039,Rodanthe Dare County Heliport,Rodanthe,
6554,Weiss Airfield,West Bloomfield,
6556,Miami Valley Hospital Heliport,Dayton,
328503,Gull Bay Landing Airport,Sandsprings,
6557,Steel Systems Heliport,Salem,
6558,R J D Heliport,Coatesville,
45773,Ferrell Field,Mercer,
6560,McKenzie Bridge State Airport,Blue River,
6561,Flying O Airport,Sumter,
330391,Homan Field,Gary,
6563,Tcjc-Northeast Campus Heliport,Fort Worth,
6565,Alpine Range Airport,Everman,
516563,Nowhere Airport,Goodlett,
6568,Vaughan Airport,Alton,
6569,Groundhog Mountain Airport,Hillsville,
6570,Lower Granite State Airport,Colfax,
6571,Howell Airport,Longbranch,
6572,Northern Lite Airport,Waupaca,
6573,Hawks Run Airport,Asotin,
6574,Lazy J. Aerodrome,Beverly,
322300,Mountain View Regional Hospital Heliport,Casper,
525140,Weeski Ranch Airport,,
6576,Purkeypile Airport,Purkeypile,
6577,Providence Seward Medical Center Heliport,Seward,
6578,Ware Island Airport,Clanton,
356168,McHone Heights Airport,Wasilla,
6579,DeQueen Medical Center Heliport,DeQueen,
6580,Yat Heliport,Camp Verde,
6582,SCE Lugo Substation Heliport,Hesperia,
6583,Swansboro Country Airport,Placerville,
6585,St Vincent General Hospital Heliport,Leadville,
6586,Berlin Fairgrounds Heliport,Berlin,
6587,Rybolt Ranch Airport,Orlando,
6588,Advent Health Altamonte Springs Heliport,Altamonte Springs,
6589,Cedar Knoll Flying Ranch Airport,Geneva,
6590,Medical Center Heliport,Columbus,
6591,The Farm Airport,Wrightsville,
6530,Lava Hot Springs Airport,Lava Hot Springs,
6593,Myers Field,Lizton,
6594,Hoopeston Community Memorial Hospital Heliport,Hoopeston,
6595,Community Hospital Heliport,Anderson,
6596,William E. Koenig Airport,Dow,
6597,Hilliard Airpark,Hilliard,
6598,Caldwell Municipal Airport,Caldwell,
6599,Flying N Ranch Airport,Lost Springs,
6600,Lourdes Hospital Heliport,Paducah,
6601,Barham Airport,Oak Ridge,
6602,Schumaier Restricted Landing Area,Pinckneyville,
6603,Country Breeze Airport,Slaughter,
6604,Compaq Andover Heliport,Andover,
6605,Annapolis Seaplane Base,Annapolis,
6606,Saint Peter's Seaplane Base,Portage Lake,
6607,Flow Through Terminal Heliport,Flint,
6608,Barnes Seaplane Base,Cook,
6609,Highway Patrol Troop C Headquarters Heliport,Town and Country,
6610,Crystal Lakes Resort Airport,Fortine,
356169,NWMC - Houghton Heliport,Tucson,
6611,Topsail Airpark,Holly Ridge,
6613,Moore Airfield,Canaan,
6614,Albert Guido Memorial Heliport,Newark,
45537,Champion Ranch Airport,Lake Arthur,
506122,McGee 01 Heliport,Wilmington,
6615,Lantana Ranch Airport,Yerington,
6616,Vassar Hospital Heliport,Poughkeepsie,
347920,Atrium Medical Center Heliport,Middletown,
6617,Avita Health System Galion Hospital Heliport,Galion,
345166,Spring Creek Ranch East Airport,Tishomingo,
6621,Bierly(Personal Use) Airport,Bellefonte,
6622,Nort's Resort Airport,Meshoppen,
6623,York Airport,York,
6624,Thirty Thirty Matlock Office Center Heliport,Arlington,
6625,Smith Field,Forney,
6626,Colonial Air Park,Collierville,
340858,Clute Fire & EMS Station #1 Heliport,Clute,
6629,Duckwater Airport,Duckwater,
6630,La Sal Junction Airport,La Sal,
6631,Pickles Airport,Berryville,
6632,Willapa Harbor Heliport,South Bend,
6633,Prehn Cranberry Company Airport,Tomah,
6634,Whidbey General Hospital Heliport,Coupeville,
45900,Odyssey Heliport,Renton,
6635,Keyhole Airport,Pine Haven,
46288,Ascension Seton Hays Heliport,Kyle,
6636,Meadowood Ranch Heliport,Athens,
335815,Barefoot Airport,Big Lake,
6637,Rustic Wilderness Airport,Willow,
6638,Bass Field,Foley,
529870,Emerald Ridge Airport,Homer,
6641,Swepi Beta Platform Ellen Heliport,Huntington Beach,
6642,Shannon Field,Clarksdale,
6643,Conover Air Lodge Airport,Frazier Park,
6644,Mc Cullough Airport,Monte Vista,
6645,Strangers Point Heliport,Ellington,
6646,Osborn Airfield,Groveland,
341544,Triple R Ranch Airport,Baker,
6648,Doug Bolton Field,Commerce,
6649,Etowah Fields Airport,Euharlee,
6650,K3 Helipad Heliport,Honolulu,
6651,Boone County Hospital Heliport,Boone,
6652,Morgan Ranch Airport,Cascade,
6653,King Ultralightport,Westfield,
6654,Diamond P. Field,Muncie,
6655,Condell Medical Center Heliport,Libertyville,
6656,JMJ Landing Airport,Saint Marys,
327110,St Claire Healthcare Heliport,Morehead,
6657,Boone National Guard Heliport,Frankfort,
6658,Louisiana State Police Troop G Heliport,Bossier City,
6659,Windy Hill Heliport,Broussard,
6660,Cuttyhunk Heliport,Cuttyhunk,
322099,Garner Field,Brandywine,
6661,Nadeau's Airfield,Acton,
6662,Fairplains Airpark,Greenville,
6664,Troy Airpark,Troy,
6665,Watts Field,Rochdale,
6668,Benes Service Airport,Valparaiso,
6669,Iroquois Landing Seaplane Base,Dummer,
6670,Penske Heliport,Piscataway,
526225,FFR Animas Landing Strip,Animas,
506036,McGee 02 Heliport,Greenville,
6671,Paiute Meadows Airport,Winnemucca,
6672,Hansen Heliport,Durhamville,
6673,Zimmerman Airport,Fremont,
6674,Murtha Airport,Conneaut,
337183,War Veterans Colony Heliport,Wilburton,
6676,Rowena Dell Airport,The Dalles,
6677,Stottle Memorial Heliport,Honey Grove,
6678,Lag III Heliport,Monroeville,
6679,Peco Berwyn Heliport,Berwyn,
6680,Cuylers Airport,Vega Baja,
574181,Miramar Residence Heliport,Newport,
6682,Harpers Airport,Estill,
6683,Wise River Airport,Wise River,
6684,Matagorda Shore Facility Heliport,Matagorda,
6685,Baylor Medical Center Heliport,Waxahachie,
6686,Ellis Field,Rockvale,
6689,Lucin Airport,Lucin,
6690,The Greenhouse Airport,Culpeper,
6691,Northstar Aviation Heliport,Bristol,
6692,Cawleys South Prairie Airport,South Prairie,
6693,Beer Airport,Hudson,
6694,Fowler Field,Tonasket,
330393,JLS Farms Airport,Honey Grove,
325508,Trapper T Heliport,Palmer,
6696,Joe Clouds Seaplane Base,Kenai,
6697,Highland Medical Center Heliport,Scottsboro,
6698,Hscmh Heliport,Malvern,
6699,Thompson International Aviation Airport,Hereford,
6700,Grossmont Hospital Heliport,La Mesa,
6702,Lake Persimmon Airstrip,Lake Placid,
6704,Ranger Heliport,West Palm Beach,
322717,HIA Airport,Statesboro,
512948,NGMC Lumpkin Hospital Heliport,Dahlonega,
6707,Flying Y Ranch Airport,Council,
6708,Davis Field Ultralightport,Mount Vernon,
6709,Wix Airport,Monee,
6710,Heinzman Airport,Arcadia,
6711,OSF St Anthony's Health Center Heliport,Alton,
6712,Valley Grain Heliport,Highland,
6713,Flying H Farms Airport,Henderson,
6714,Damien Heliport,Carville,
6715,Fmc Nr 1 Heliport,Winnsboro,
6716,Lakeside Lodge and Marina Seaplane Base,East Winthrop,
6717,Hadley Airport,Hadley,
6718,Upper Chesapeake Medical Center Heliport,Bel Air,
6719,Maple Ridge Airport,Harrison,
6720,Harold Miller Heliport,Bay City,
6721,Nauerth Land Ranch Airport,Lakefield,
6723,Vicksburg Medical Center Heliport,Vicksburg,
6724,Cascade Field,Cascade,
6725,McDonnell Airport,Archie,
4650,Utirik Airport,Utirik Island,UTK
6726,Pilots Ridge Airport,Carolina Beach,
6727,Olafson Brothers Airport,Edinburg,
6728,Hyde Ranch Airport,Comstock,
6729,Lorden Heliport,Milford,
345364,Miner's Colfax Medical Center Heliport,Raton,
345707,Johnston Medical Center Heliport,Clayton,
6731,Llama Ranch Airport,Ruby Valley,
6732,Talmage Field,Riverhead,
6733,Gibbs Field,Fremont,
6734,"Cleveland Clinic, Marymount Hospital Heliport",Garfield Heights,
6735,Sahoma Lake Airport,Sapulpa,
348548,Bluebird Airport,Alex,
6736,Powwatka Ridge Airport,Troy,
6737,Collegeville Heliport,Collegeville,
6738,M.P. Metals Heliport,Berwick,
322892,Sun View Field Airport,Bonner Springs,
6740,Sandy River Airport,Sandy,
6741,Seacoast Medical Center Heliport,Little River,
6743,Barronena Ranch Airport,Hebbronville,
6744,Eagles Landing Heliport,Sevierville,
6745,Shannon Medical Center Heliport,San Angelo,
341551,Brazos Polo Airport,Orchard,
6746,M D K Field Heliport,Pearland,
6747,AZ Minerals Corporation Airport,Mexican Hat,
6749,Spangle Field,Spangle,
6751,Aerostone Ranch Airport,Goldendale,
348415,Lopez Medical Clinic Heliport,Lopez Island,
345757,Del Sol Medical Center Heliport,El Paso,
6752,Creekside Airport,Mertzon,
325443,Flying W Ranch Airport,Soldotna,
6753,Anniston AHP (Anniston Army Depot),Anniston,
509055,North 40 Airport,Sutton,
6754,Saline Memorial Hospital Heliport,Benton,
6756,Gray Butte Field,Palmdale,
6757,Hunt's Sky Ranch Airport,Julian,
6758,Shingle Mill Heliport,Harwinton,
6760,Richards Field,Homestead,
324859,Tampa General Hospital Brandon Healthplex Heliport,Brandon,
6761,Cross Creek Farms Airport,Ormond Beach,
6762,Columbus Southwest Airport,Columbus,
6763,Middlekoop Airport,Packwood,
6764,Lanham Field,Emmett,
6766,Schertz Aerial Service - Hudson Airport,Hudson,
45410,Lake Gage Seaplane Base,Angola,
6767,Van Gorder Airport,Mansfield,
6769,Natchez Trace Farm Airport,Hiseville,
6770,Saint James Parish Hospital Heliport,Lutcher,
6772,La National Guard Heliport,Baton Rouge,
6773,Goddard Field,Haverhill,
6774,Chesapeake City Heliport,Chesapeake City,
6775,Beech Hill Airport,Mercer,
6776,Rapids Airway Airport,Eaton Rapids,
6777,Helblad Airport,Kelliher,
6779,Nick's Flying Service Inc Airport,Rolling Fork,
6780,Pluhar Airport,Cohagen,
6781,Western Wake Medical Center Heliport,Cary,
6782,Mc Connell Field Airport,Sarben,
6783,Emmanuel Airport,Elmer,
347887,McGee 04 Heliport,Jacksonville,
6784,Kingston Ranch Airport,Sandy Valley,
6785,Klaverack Airport,Hudson,
45733,Teufel Heliport,Forest Grove,
6787,Stillwater Medical Center Heliport,Stillwater,
6788,Collins Landing Strip,Mitchell,
6789,S & C Distribution Center Heliport,Philadelphia,
6790,Strawbridge & Clothier Exton Heliport,Exton,
6791,Emergency Helipad,Easley,
325773,Cheyenne River Health Center Heliport,Eagle Butte,
6793,Veterans Affairs Medical Center Heliport,Houston,
6794,Hensley Airpark,Chuckey,
6795,Hummingbird Heliport,Round Rock,
342438,4D Ranch Airport,Utopia,
6796,Pocock Airport,China Spring,
6797,Navajo Mountain Airport,Navajo Mountain,
6798,Saguache Municipal Airport,Saguache,
6799,Russell County Medical Center Heliport,Lebanon,
6800,Manquin Flight Park Ultralightport,Manquin,
6801,Lightning Bolt Field Airport,Cabot,
6802,Field of Dreams Airport,Hinckley,
6803,Ox Meadows Airport,Spokane,
6804,Dutch Gap Airstrip,Bristol,
45903,Stillwater Creek Airport,Royal City,
6805,West Virginia Univ. Hosp. Inc. Gnd. Pad #2 Heliport,Morgantown,
334249,Pecan Field,Jermyn,
6807,Wasilla Creek Airpark,Palmer,
6808,Allen Stagefield Army Heliport,Fort Rucker/Wicksburg,
514272,Wetons Aerodrome,Fox,
45302,Ozark Skies Airpark,Kingston,
6809,Yuma Regional Medical Center Heliport,Yuma,
6810,Van Buren Seaplane Base,Van Buren,
6811,Lost Hills Sheriff's Station Heliport,Calabasas,
6812,Pope Valley Airport,Pope Valley,
6813,Rancho de Aereo Airport,Mead,
6814,O And G Heliport,Torrington,
6815,Melanie's Airport,Florala,
6816,Aventura Heliport,North Miami Beach,
6817,Charlton Strip,La Belle,
6818,Raju Airport,Richland,
6819,Spotts Field,Nora Springs,
6820,Running Creek Ranch Airport,Elk City,
6822,Classic Landings Airport,Bonfield,
6823,Cooper Airport,Belleville,
6824,Hardy Airport,Mount Auburn,
6825,Darbro Field,Elk City,
346026,High Point Farm Airport,Frankfort,
6826,Cartersville Airport,Paint Lick,
6827,Greg's Flying Service Airport,Winnsboro,
6828,Midwest Heliport,Willowbrook,
6829,Grass Roots Airport,Alexandria,
6830,Pauls Valley General Hospital Heliport,Pauls Valley,
6831,Bentley Heliport,Ipswich,
6832,Breezecroft Airport,Chestertown,
6833,Drisko Airport,Jonesboro,
345550,Beaumont Hospital Taylor Heliport,Taylor,
322876,Northern Pines Medical Center Heliport,Aurora,
6835,VA Medical Center Jackson Heliport,Jackson,
329892,Jones Landing Airport,Belgrade,
6837,Mc Kay Airport,Spalding,
6838,Stumpfield Heliport,Kensington,
6839,Paulus Hook Pier Heliport,Jersey City,
537370,Gary Fox Airport,Mebane,
324404,Baker Ranches Airport,Baker,
6840,Oswego County At Pulaski Heliport,Pulaski,
347917,Drill Field Pad Heliport,Eugene,
429744,Eaglecrest Field,Conesville,
6841,Dorlon Airpark,Columbia Station,
6843,Peacock Ranch Airport,Enterprise,
6844,PECO Mob. Heliport,Philadelphia,
6845,State Police Area Iii Heliport,Harrisburg,
6846,Mills Brothers Airport,Neelyton,
6847,Vernonia Airfield,Vernonia,
6848,Brandes Air Field,Sealy,
6849,Hilde-Griff Field,Georgetown,
6851,Dew Drop Airport,Justin,
6852,Circle A Ranch Airport,Blum,
6854,Blanca Airport,Blanca,
6855,Providence Airport,Farmville,
6856,Port of Highgate Springs Heliport,Highgate Springs,
6857,Sacred Heart Medical Center Helistop,Spokane,
6858,Ames Private Airport,Darien,
45907,Flat Creek Field,Kettle Falls,
338863,Moore County Hospital District Heliport,Dumas,
6859,Johnson Memorial Airport,Wilmot,
6860,Henning Municipal Airport,Henning,
338864,Twisted Sisters Airport,Sterling,
45272,June Lake Airpark,Wasilla,
6861,Brown Stagefield Army Heliport,Fort Rucker/New Brockton,
6862,Bondair Airport,Higden,
6863,Mercy Gilbert Medical Center Heliport,Gilbert,
6864,Lucky Landing Marina and Seaplane Base,Glenburn,
6865,SCE Solar I Heliport,Daggett,
6866,ABC7-TV Heliport,Glendale,
6867,Jecan Airport,Branson,
6868,William P Gwinn Airport,Jupiter,
6869,Grass Roots Airpark,Mascotte,
6870,Morton Plant Hospital Heliport,Clearwater,
6871,Smith Heliport,Redan,
6872,Patoka Reservoir Landing Area Seaplane Base,French Lick,
6873,Rich Field,Walford,
6874,Larkin Airport,Kuna,
6875,Humm Airport,Earlville,
6877,Sinele Strip,Nauvoo,
6878,Riverside Hospital Airlift Heliport,Wichita,
6880,Panther Helicopters Inc Heliport,Belle Chasse,
6882,Tembec Heliport,St Francisville,
6883,The Barn Heliport,Pepperell,
6884,Johns Hopkins Bayview Hospital Heliport,Baltimore,
322276,Barker Heliport,Bethel,
6885,Henry Ford Jackson Hospital Heliport,Jackson,
6887,Noahs Ark Airport,Waldron,
6888,Torgerson Airport,Ethridge,
6889,Randall Airport,Middletown,
6890,Tailwinds Airport,St. Pauls,
6891,Fitterer's Strip,Glen Ullin,
6892,St Marys Hospital Heliport,Nebraska City,
6893,Cole Farm Airport,Kensington,
324414,Silver Creek Airport,Baker,
6895,Murphy Field,Auburn,
6896,Saint Elizabeth Medical Center Heliport,Youngstown,
6897,Hal Joy Airfield,Williamsfield,
6898,Green Acres Airport,New Lebanon,
6899,Albert Lodge Heliport,Grove,
6900,Hayden Mountain Airport,Forest Grove,
6901,Freefall Oz Airport,Ceres,
45764,Schiavoni Heliport,Harrisburg,
6902,Cherokee Island Castle Heliport,West Homestead,
6905,Glaser Field,Buckholts,
6906,Ainsworth Airport,Cleveland,
6907,Hunter Airport,Columbia,
340868,6 Mile Airpark,Fort McKavett,
6909,Diamond N Ranch Airport,Hockley,
6910,Mount Horeb Field,Grottoes,
6911,N A Degerstrom Yard Heliport,Spokane,
15372,Western Airpark,Yelm,
350921,J & W Windy Hill Airport,Van Alstyne,
6913,Campbell Field,Aubrey,
6914,Herman Municipal Airport,Herman,
318194,Pan Lake Strip Airport,Willow,
6915,Tac X Stagefield Army Heliport,Fort Rucker/Samson,
514275,Bro Majors Airfield,Trapper Creek,
6916,Morrilton Airport,Morrilton,
6918,Blue Hill Airport,Blue Hill,
6920,Richvale Airport,Richvale,
6921,Comanche Creek Airport,Kiowa,
6924,Ocean Reef Club Airport,Key Largo,OCA
6927,Alcovy Airport,Covington,
519833,Pope Pate Field,Ocilla,
6928,Lake Monroe Seaplane Base,Bloomington,
355064,Hoskins Landing,Shambaugh,
6930,St Vincent Jennings Hospital Heliport,North Vernon,
6931,Gray Airport,Boggstown,
6932,Central City Municipal - Larry Reineke Field,Central City,
6933,Heape Field,Augusta,
6934,Blue Lick Airport,Louisville,
6936,Louisiana State Police Troop F Heliport,Monroe,
6937,West Pond Heliport,Plymouth,
6938,Baugher's Orchard Airport,Westminster,
6939,Westbrook Heliport,Westbrook,
6940,Scott Airstrip,Lake,
6941,Dairyview Airport,Hadley,
6942,Lake Sexton Airport,Warrensburg,
6943,Glasgow Industrial Airport,Glasgow,
6944,Bermudian Valley Airpark,Washington Township,
6945,Hawks Meadow Airport,Waxhaw,
6946,Diving Rock Seaplane Base,Washington,
6947,Hackensack UMC Palisades Heliport,North Bergen,
324410,Border Line Farm Airport,Baker,
6948,Mmc Heliport,Monticello,
6950,Pleasant Valley Airport,Snyder,
6951,Bruce's Airport,Milwaukie,
45747,Folmar Airport,Grassflat,
349103,Advanced Public Health of Isabela Heliport,Isabela,
6953,Salaika Aviation Airport,Danbury,
6954,Cuddihy Field,Corpus Christi,CUX
6956,Cross-Country Estates Airport,Hutto,
6957,Pecks Heliport,Princeton,
310114,E Northrop Grumman Airport,Howell,
6958,Alpha Hotel Airport,Clover,
6959,Meadow STOLport,Jericho,
6960,Multicare Deaconess Hospital Heliport,Spokane,
346208,Stallions Airport,Sheridan,
341553,Luecke Heliport,Smithville,
6962,Allen Ponderosa Heliport,Crowley,
6963,Hill City-Quadna Mountain Airport,Hill City,
45248,Fisher Airport,Big Lake,
332752,Little Lagoon Seaplane Base,Gulf Shores,
523547,Base Camp Airstrip,"Palmer,",
6965,Mesa Police Heliport,Mesa,
6966,Merrymeeting Field,Bowdoinham,
6967,PG&E Placerville Service Center Heliport,Placerville,
6968,Kistler Ranch Airport,Jamestown,
45316,Tulare Motor Sports #1 Heliport,Tulare,
6969,Terra Firma Airport,Rush,
6970,Seavair's Landing Seaplane Base,Winsted,
6971,City of Coalgate Airport,Coalgate,
6972,Duda Airstrip,La Belle,
6973,Sunniland Ranch Airport,Okeechobee,
6974,J. H. Hendrie Farms Airport,Lake Placid,
6975,Salt Fork Lodge Heliport,Cambridge,
6976,Sapelo Island Airport,Darien,
6977,Symms Airport,Marsing,
6978,Parkview Lagrange Hospital Heliport,Lagrange,
45416,Winona Lake Seaplane Base,Winona Lake,
6980,Hemmer RLA Restricted Landing Area,Du Quoin,
6981,Alderson Airport,Bennington,
334339,Deaconess Union County Hospital Heliport,Morganfield,
6982,Boss Airport,Burnside,
6983,Air Oil Inc Nr 2 Heliport,Harahan,
6984,Sauer Airport,Dwight,
6985,Aeleron Airport,Sunset,
6986,Wormid Airport,Southborough,
6987,UM Saint Joseph Medical Center Heliport,Towson,
6988,Lindbergh Airport,Avon,
6989,Sparrow Hospital Heliport,Lansing,
6990,Christenson Point Seaplane Base,Chisholm/Hibbing,
6991,Twin Oaks Airport,Jasper,
6992,Midsouth Airpark,Coldwater,
6993,Matovich Airport,Grass Range,
6994,Keller Brothers Airport,Lebanon,
6995,Whiteheart Farm Airport,Lewisville,
6996,Brecht Strip,Golden Valley,
6997,Laurel Municipal Airport,Laurel,
6998,Memorial Hospital Heliport,North Conway,
6999,St Barnabas Medical Center Heliport,Livingston,
345570,Bell Mountain Airport,Zirconia,
7000,Md1 Airport,Middletown,
7001,Kenley Airport,Hartford,
7002,Parks Airport,Wilburton,
327859,Broken B Airport,Hydro,
7003,Saxon Sycan Airport,Summer Lake,
7004,Pocono Raceway Heliport,Long Pond,
7005,Thomson Heliport,Lancaster,
7006,Richmond Airport,West Kingston,
345365,Douglas County Memorial Hospital Heliport,Armour,
7007,Rancho Del Lago Heliport,Fischer,
334331,PTC Airport,Fayetteville,
343404,LZ Tango Charlie Airport,Fredericksburg,
7010,Cross Wind Airport,Weatherford,
7011,Stevens-Crosby Airport,Elko,
545821,Pinelodge Runway,La Sal,
7012,Springwood Airstrip,Buchanan,
322194,Knolle Ranch Airport,Snook,
7015,Peterson Airport,Old Ocean,
329058,Sheldon Chalet Heliport,Talkeetna,
45270,West Beaver Airport,Big Lake,
352228,Greene County Hospital & Nursing Home Heliport,Eutaw,
7016,Magnolia Hospital Heliport,Magnolia,
7017,Stronghold Airport,St David,
7018,Mee Memorial Hospital Heliport,King City,
7019,Alta Sierra Airport,Grass Valley,
45317,Tulare Motor Sports #2 Heliport,Tulare,
7020,Cottonwood Field,Rocky Ford,
7021,Placid Lakes Airport,Lake Placid,
7022,Cheryl-Lane Landings Airport,Bushnell,
7024,Sunbelt Strip,Moultrie,
7025,International Falls Seaplane Base,International Falls,
7026,Skydive Iowa Airport,Brooklyn,
7027,Taylor Ranch Landing Area Airport,Moscow,
7028,Gibbons Field,Valeene,
7030,Gordon Airport,Columbia City,
7031,Swedish American Heliport,Rockford,
7032,Coffman Airport,Wellsville,
7033,Baptist Hospital East Heliport,Louisville,
7034,Era Helicopters Fourchon Helibase Heliport,Golden Meadow,
7035,Pine Hill Airport,Capron,
7036,West Feliciana Sheriff's Office Heliport,St Francisville,
7037,Kallander Field,Southborough,
541158,Fly Deep Creek Heliport,McHenry,
7038,Perrotti Skyranch Airfield,Berwick,
7039,Michigan National Guard Headquarters Heliport,Lansing,
7041,Hogue Farm Airport,Willard,
523550,Paint Creek Ranch Airport,Sula,
7042,Airhaven Airport,Staatsburg,
7043,William Irving Lewis Airport,Broadway,
7044,Summer Hill Farm Airport,Bennington,
7045,Stonebridge Farm Helistop,Somerville,
324843,Dakota Air Ranch Airport,Ramseur,
557310,West Henderson Hospital Heliport,Henderson,
7046,Spring Lake Fire Department Heliport,Kingston,
7047,Ragtime Aerodrome,Collinsville,
7048,Mid-Columbia Medical Center Heliport,The Dalles,
7049,Eagle Field,Port Matilda,
7050,Hundley Residence Heliport,Kintersville,
7051,Sullivan Lake State Airport,Metaline Falls,
14580,Lazy G Bar Ranch Airport,Decatur,
7052,Running M Ranch Airport,Glen Rose,
7053,Univ of Tennessee Medical Center Heliport,Knoxville,
7054,Pitcock Rosillos Mountain Ranch Airport,Marathon,
7055,Smokey Mountain Ranch Airport,Sheffield,
7056,Alum Ridge STOLport,Floyd,
7057,Augusta Medical Center Heliport,Fishersville,
7058,South Capitol Street Heliport,Washington,
7059,Holy Family Hospital Heliport,Spokane,
7060,Parkway Farm Strip,Holmen,
7061,Baptist Medical Center Heliport,San Antonio,
7062,Wipline Seaplane Base,Inver Grove Hgts,
322435,Big Salmon Heliport,Haines,
325323,Kalifornsky Meadows Airport,Kenai,
7064,Scotts Airport,Salcha,
7065,Anderson Lake Airport,Wasilla,
45273,Yentna Bend Strip,Willow,
7066,Parker Lake Airport,Montana Creek,
7067,Young Creek Airport,May Creek,
7068,Victory Airport,Victory Bible Camp,
7069,Bradley Lake Hydroelectric Project Airstrip,Homer,
7071,Falcon Lake Strip,Point Mackenzie,
7072,Huntsville Field,Huntsville,
7073,Resort Airport,Foley,
7074,Clay County Hospital Heliport,Ashland,
7075,Hospital Pad Heliport,Evergreen,
7076,Dekalb Regional Medical Center Heliport,Fort Payne,
7077,Flomaton Airport,Flomaton,
7078,D.W. Mcmillian Memorial Hospital Heliport,Brewton,
7079,Gadsden Regl Medical Center Heliport,Gadsden,
7080,Brookwood Medical Center Heliport,Birmingham,
7081,Wilson Creek Airport,Florence,
7082,Northwest Medical Center Springdale Heliport,Springdale,
7084,Mission Field-Marotti Memorial Airport,Crawfordsville,
7086,Ozarks Community Hospital Heliport,Gravette,
7087,Rgnl Medical Center Heliport,Jonesboro,
7088,Ami National Park Medical Center Heliport,Hot Springs,
7090,Howard Memorial Hospital Heliport,Nashville,
7091,Eureka Springs Hospital Heliport,Eureka Springs,
7092,Arizona Heart Hospital Heliport,Phoenix,
7094,Western Sky Airport,Salome,
7095,Flying Bucket Ranch Airport,Maricopa,
7096,Castle Well Airport,Morristown,
7097,St Joseph's Hospital Heliport,Phoenix,
7099,Brewer Airport,Brewer,
7100,Warren-Sugarbush Airport,Warren,
7101,Triple R Airport,Dearborn,
7102,Hinckley Airport,Hinckley,
7103,Canadian Lakes Airport,Canadian Lakes,
7104,Grandpas' Farm Mendota Airport,Mendota,
7105,Cushing Field Ltd Airport,Newark,
7106,Coach & Paddock Heliport,Clinton,
7109,VA Greater Los Angeles Health Care Center Heliport,Los Angeles,
7110,Crawford Airport,Santa Ynez,
7111,Shepherd Farm Airport,Santa Ynez,
7112,Hoffman Private Airport,Santa Ysabel,
7113,Emory Ranch Airport,Ocotillo,
7116,Blech Ranch Airport,Shandon,
7117,Delta County Memorial Hospital Heliport,Delta,
7118,Colorado Plains Medical Center Heliport,Fort Morgan,
7119,Foxx Valley Airport,Yoder,
7121,Kauffman Heliport,Denver,
7122,Piñon Canyon Airport,Model,
7123,Exempla Good Samaritan Heliport,Lafayette,
7124,Fox Hole Airport,Lafayette,
7125,Prowers Medical Center Heliport,Lamar,
7126,Swedish S.W. Medical Heliport,Littleton,
7127,Yosemite Hidden Lake Ranch Airport,Raymond,
7128,Krey Field Airport,Adelanto,
7130,John Nichols Field Airport,Jamul,
7131,Glen Fed Heliport,Glendale,
7132,The Atrium Heliport,Irvine,
7133,Bohunk's Airpark,Lancaster,
7134,Good Samaritan Hospital Heliport,Los Angeles,
7135,Tera Ultralightport,Ridgecrest,
7136,Sce San Jacinto Valley Service Center Heliport,Romoland,
322308,Fiorini Ranch Airport,Delhi,
324643,Sutter Butte Dusters Airport,Live Oak,
7137,Longmont United Hospital Heliport,Longmont,
7138,Dave's Airport,Louisville,
7139,Crested Butte Airpark,Crested Butte,CSE
7141,Geo-Seis Helicopters Heliport,Fort Collins,
7143,Flying M & M Ranch Airport,Norwood,
7144,Century Helicopters Heliport,Fort Collins,
7145,Cartwheel Airport,Mead,
7146,Van Treese Airport,Monte Vista,
7147,Sharon Hospital Heliport,Sharon,
7148,Bristol-Myers Squibb Company Heliport,Wallingford,
7149,Windham Hospital Heliport,Willimantic,
7150,N B G H Heliport,New Britain,
7151,Burke Heliport,Prospect,
7152,St Francis Hospital Heliport,Hartford,
7153,Middletown Heliport,Middletown,
7154,Bridgeport Hospital Heliport,Bridgeport,
