id,name,municipality,iata_code
4973,Tabiteuea North Airport,,TBF
32464,Tamana Island Airport,Tamana Island,TMN
32043,Nonouti Airport,Nonouti,NON
30628,Arorae Island Airport,Arorae Island,AIS
32479,Tabiteuea South Airport,Tabiteuea South,TSU
30681,Butaritari Airport,Butaritari,BBG
30607,Aranuka Airport,Buariki,AAK
321917,Bellamy River Seaplane Base,Dover,
322129,Puzzo-Lakewood Heliport,Alton,
324698,Granite Heliport,Hudson,
329017,Ciardelli Field Heliport,Milford,
324606,Seacoast Helicopters West Heliport,Mont Vernon,
22971,Dynasty Farms Heliport,Salem,
22972,Cooper Farm Airport,Loudon,
322644,Marbina Woods Heliport,North Stratford,
22973,Seabrook Station Heliport,Seabrook,
322809,Springfield Cove Heliport,Wolfeboro,
322802,Swain Hill Heliport,Warren,
321939,Evans Seaplane Base,Manchester,
22974,Concord Hospital Heliport,Concord,
323295,Parker International Heliport,Greenfield,
22975,Locke Lake Airport,Barnstead,
22976,Brookline Airport,Brookline,
22977,Zim Airport,Mason,
22978,Chickville Airport,Center Ossipee,
22979,Air-Wood Heliport,Plainfield,
22980,Ward Field,Sanbornton,
22981,Abbott Heliport,Jackson,
22982,Lancaster Heliport,Lancaster,
322812,Cottage Hospital Heliport,Woodsville,
22983,Prescott Hill Heliport,Grafton,
22985,Dragonwings Heliport,Bedford,
346700,Huggins Hospital Heliport,Wolfeboro,
28131,Hillsboro Ford Heliport,Hillsboro,
22986,Hollander's Heliport,Plainfield,
354676,Avery Point Airport,Moultonborough,
22987,Mountain View Field,Wolfeboro,
22988,Bentley Heliport,Exeter,
22989,Brigham Heliport,Pembroke,
22991,Liberty Lane Heliport,Hampton,
324650,Weeks Medical Center Heliport,Lancaster,
22992,Southern Nh Medical Center Heliport,Nashua,
22993,Leavitt Airport,Albany,
22994,Frank D. Comerford Airport,Walpole,
22995,Eagles Nest Airport,New London,
22996,Merrimack Heliport,Merrimack,
22997,C.S.S. Heliport,Nashua,
22998,Murphy-Sherwood Park Airport,West Nottingham,
22999,Dean Kamen Heliport,Bedford,
23000,Foss Heliport,Hampton,
23001,Austin's Landing Heliport,New Boston,
324840,Monadnock Community Hospital Heliport,Peterborough,
23003,Bradley Field,Woodstock,
23004,Gordon Brown Heliport,Atkinson,
23005,Wickson Heliport,Jackson,
23006,Waste Heliport,Concord,
23007,Norden Systems Heliport,Merrimack,
322343,Parkland Medical Center Heliport,Derry,
23008,Chopper One Heliport,Derry,
23009,Wentworth-Douglass Heliport,Dover,
23010,Exeter Hospital Heliport,Exeter,
23011,D.W. Heliport,Franklin,
23012,Speedway Heliport,Loudon,
23013,Huff Memorial Airport,New Boston,
23014,Heaton Airport,Chester,
23016,Weston Street Heliport,Derry,
23018,Dean Kamen Ii Heliport,Bedford,
23020,Winterwood Airport,Brentwood,
23021,Merrymeeting Lake Seaplane Base,New Durham,
23022,Windsock Village Airport,West Ossipee,
23023,Forbes Heliport,North Conway,
23025,Meader's Heliport,Center Ossipee,
23026,Crowley Heliport,Loudon,
23027,Psnh Heliport,Bow,
23028,Mason Airfield,Mason,
23029,Smiling Jack Heliport,Meredith,
23030,Steck Farm Airport,Pelham,
23031,Falcon Station Heliport,West Epping,
23032,Shanklin Heliport,Wilton,
23033,Franklin Regional Hospital Heliport,Franklin,
23034,Dartmouth Hitchcock Medical Center Heliport,Lebanon,
23035,Chiefs Hut Heliport,Dunbarton,
23036,Northwood Airport,Northwood,
23037,Sutton Heliport,North Conway,
23038,Intervale Airport,Henniker,
23039,Blue Light Heliport,Plymouth,
23040,Country Club Air Park,Goffstown,
23041,Cheney Heliport,Hales Location,
23042,Littleton Hospital Heliport,Littleton,
23043,Sean Heliport,Pelham,
23044,Spring Creek Heliport,Milford,
45529,Wentworth Aerodrome Airport,Wentworth,
322297,Brady-Candia Heliport,Candia,
322641,New London Hospital Heliport,New London,
351336,Santa Elena Airport,Santa Elena,
353395,Malacataya Airport,Malacataya,
353396,Aeroservicios ALA Airport,Malacataya,
353397,Las Lajas Airport,Malacataya,
353398,El Coyol Airport,Tipitapa,
353596,La Esperanza Airport,San Juan del Sur,
353597,Tierra Dorada Airport,Kukra Hill,
353600,Las Parcelas Airport,Las Parcelas,
353601,Las Chacaras Airport,Las Chacaras,
356443,La Cicaya Airport,Hato Grande,
42162,Macantaca Airport,Macantaca,
42167,La Esperanza Airport,La Esperanza,
42168,Nueva Guinea Airport,Nueva Guinea,
42174,Juigalpa Airport,Juigalpa,
331741,Niokolo-Koba Airport,Niokolo-Koba National Park,NIK
23045,Ninilchik Airport,Ninilchik,NIN
4974,Niue International Airport,Alofi,IUE
23046,Ridgefield Park Seaplane Base,Ridgefield Park,
346592,Campbell's Soup Heliport,Camden,
23049,At&T Cedarbrook Heliport,Atco,
23050,Jersey Shore Medical Center Heliport,Neptune,
23051,B J Farms Airport,Shiloh,
23053,Stone Harbor Golf Club Heliport,Cape May Court House,
23054,Matthews Airport,Belvidere,
23055,Dayton Heliport,South Brunswick,
23057,New Jersey State Police Bloomfield Heliport,Bloomfield,
23061,Sliker Strip,Califon,
23062,Cooper University Hospital Kelemen Heliport,Camden,
23064,Deborah Heart & Lung Center Heliport,Browns Mills,
23065,Coyle Field,Chatsworth,
23067,Hackensack Medical Center Heliport,Hackensack,
23068,Colgate Palmolive Heliport,Willingboro,
23069,Warren Grove Range Airport,Bass River,
23070,Hollingshead Airport,Clarksboro,
23071,Hoffmann-La Roche Inc Heliport,Clifton,
23072,Wrnj Heliport,Long Valley,
23073,Nws Earle Heliport,Colts Neck,
23074,South County Heliport,Cranbury,
23075,Paruszewski Farm Strip,Salem,
23077,Deepwater Station Heliport,Deepwater,
23078,Darst Heliport,Blairstown,
23079,P & A Deptford Heliport,Deptford,
23080,Chem-Fleur Helistop,Newark,
23081,Soverel Park Heliport,East Orange,
23082,Elmwood Park Heliport,East Orange,
23083,Martens Stadium Heliport,East Orange,
23085,Hovtown Heliport,Tinton Falls,
23086,Hudson Farm West Heliport,Andover,
23088,Frigidaire Company Heliport,Edison,
23089,Liberty Hall Heliport,Elizabeth,
23091,Mar Bar L Farms Airport,Manalapan Township,
23092,Teeny Weeny Acres Airport,Flemington,
23093,Golden Nugget Atlantic City Heliport,Atlantic City,
23095,The Landing Airport,Flemington,
23096,Florham Park Heliport,Florham Park,
23098,NJ Hwy Auth-Admin Bldg Helispot,Fords,
23099,George Washington Bridge Heliport,Fort Lee,
23100,Greely Helipad Heliport,Fort Monmouth,
23101,Charles Wood Helipad Heliport,Fort Monmouth,
23104,Ekdahl Airport,Freehold,
23105,Cuddihy Landing Strip,Freehold,
23106,Malone Airport,Frenchtown,
23107,Lz 1 Nldc Heliport,New Lisbon,
23108,Eagles Lair Airport,Frenchtown,
23110,John E. Rogers Airport,Great Meadows,
23114,Ideal Mfg Corp Airport,Hammonton,
23115,Northwest Gas Division Elizabethtown Gas Heliport,Hampton,
23116,Holmansville Heliport,Holmansville,
23117,Hop Brook Farm Airport,Holmdel,
23118,State Police Holmdel Helispot Heliport,Holmdel,
23119,Salem Airfield,Salem,
23120,Werner Private Airport,Jamesburg,
23121,Hq 78th Division Heliport,Edison,
42785,Warren County Public Safety Department,Franklin,
23123,Kearny Helistop,Kearny,
23124,Goat Hill Airport,Lambertville,
23125,Seton Hall Heliport,South Orange,
23126,Free Spirit Airport,Vineland,
23127,Bayway Refinery Heliport,Linden,
23128,American Cyanamid Linden Heliport,Linden,
23129,Hidden Acres Farm Airport,Bridgeton,
23130,Atrium At Somerset Heliport,Franklin,
23132,University Hospital Rooftop Heliport,Newark,
23133,Tgp-325 Heliport,Sussex,
23134,Southern Ocean Medical Center Heliport,Manahawkin,
23135,Iff R & D Heliport,Union Beach,
23136,National Starch and Chemical County Heliport,Finderne,
23137,St Benedict's Heliport,Newark,
23138,Alexanders-Menlo Park Heliport,Menlo Park,
23139,C and T Helistop,Merchantville,
23140,Herr Brothers Airport,Milford,
23142,New Jersey Turnpike Authority Heliport,Mount Laurel Township,
324691,Vonage Heliport,Holmdel,
344104,Nenjiang Melgen Airport,Heihe,NJJ
23144,Maus Marineland Seaplane Base,New Hope,
23145,Countryman's Landing Strip,Carthage,
23146,Shepard Airport,Constantia,
23147,Tom N' Jerry Airport,Danby,
23149,Big Island Airport,Goshen,
23150,Sheeley's Farm Airport,High Falls,
23151,Eagle Ridge Airport,Burdett,
23152,D C Helicopters Heliport,Cohocton,
23153,Troop B. Headquarters Heliport,Saranac Lake,
23155,Snyder's Lake Seaplane Base,Wynantskill,
23156,Little Falls Ems Heliport,Little Falls,
23157,Seventh Lake Seaplane Base,Inlet,
23158,Hendricks Field,Gouverneur,
45674,August Field,Gansevoort,
351266,Peconic Bay Medical Center Heliport,Riverhead,
23159,Potoczak Airport,Clarence Center,
45666,Tetz Landing Heliport,Bloomingburg,
23161,Tilden Airport,Montour Falls,
23162,Cambria Airport,Lockport,
45660,Old Forge Airport,Old Forge,
23163,Hedge Hop Field,Springville,
23164,Tgp-254 Heliport,Nassau,
23166,Private Sealanes-Jamaica Bay Seaplane Base,Brooklyn,
23167,Dawn Patrol Aviation Airport,Albion,
23169,Ny State Police - Troop T Heliport,Albany,
23170,St Luke's Memorial Hospital Heliport,Utica,
537519,Mariwill Airport,Moravia,
23171,Winthrop University Hospital Heliport,Mineola,
23172,Parker's Landing Heliport,Gardiner,
23173,One Police Plaza Heliport,New York,
23174,Regeneron Campus Heliport,North Tarrytown,
23175,Mather Hospital Heliport,Port Jefferson,
23176,St John's Episcopal Hospital Heliport,Smithtown,
23177,Jerry Phibbs Airport,Schenectady,
23178,St Charles Hospital Heliport,Port Jefferson,
23180,Eastern Long Island Heliport,Greenport,
23181,IBM Owego Heliport,Owego,
23182,St Mary's Hospital Elevated Heliport,Amsterdam,
23184,Dodge/Coppola/Wheeler Airport,Sullivanville,
23185,Matejka Field,Erin,
23186,Onondaga County Sheriff's Department Heliport,Warners,
23187,IBM Fishkill Plant Number 2 Heliport,Hopewell Junction,
23188,Ross Heliport,Niagara Falls,
23189,Gibraltar Heliport,Hamburg,
23192,General Electric R&D Center Heliport,Schenectady,
23194,Albany Medical Center Heliport,Albany,
23195,H & H Aviation Service Inc. Heliport,Forestville,
23196,White Birch Airport,Hancock,
23197,Marcellus Airport,Marcellus,
23198,Henion Private Field Airport,Danby,
23200,Match Mate Airport,Aurora,
23201,Thomas E. Perdue Heliport,Massena,
23202,Grammar Airport,Geneva,
23203,Niagara Falls Memorial Parking Ramp Heliport,Niagara Falls,
23204,GE Management Development Institute Heliport,Ossining,
23205,Lewis Landing Airport,Slate Hill,
23206,Rainbow Air Heliport,Niagara Falls,
23210,Safe Flight Instrument Corporation Heliport,White Plains,
23211,Harris Hill Heliport,Bedford Hills,
23213,Merkle Airport,Clarence Center,
23214,Ultralight Flight Farm Ultralightport,Monterey,
23215,TLI Heliport,Ossining,
23216,Boyle's Landing Airport,Sharon Springs,
23217,Eab Plaza Heliport,Uniondale,
23218,Bastek Heliport,Pine Island,
23219,St Francis Hospital Heliport,Poughkeepsie,
311151,Sinak Airport,Sinak,NKD
43696,Antonius Hospital Heliport,Sneek,
43697,Leeuwarden Medical Center Heliport,Leeuwarden,
43698,Dokkum Hospital Heliport,Dokkum,
43699,Queen Beatrix Regional Hospital Heliport,Winterswijk,
43700,Rivierenland Hospital Heliport,Tiel,
43701,Universitair Medisch Centrum Heliport,Groningen,
43702,Maastricht University Medical Center Heliport,Maastricht,
43703,Vie Curi Medical Center for Noord-Limburg Heliport,Venlo,
43704,Maxima Medisch Centrum Heliport,Veldhoven,
43705,St. Elisabeth Hospital Heliport,Tilburg,
43706,Red Cross Hospital Heliport,Beverwijk,
43707,VU University Medical Center Heliport,Amsterdam,
43708,Isala Hospital Zwolle Heliport,Zwolle,
43709,Medisch Spectrum Twente Hospital Heliport,Enschede,
43710,University Medical Center Utrecht Heliport,Utrecht,
43711,Albert Schweitzer Hospital Amstelwijck Heliport,Dordrecht,
43712,Erasmus Medisch Centrum Heliport,Rotterdam,
43713,Leiden University Medical Center Heliport,Leiden,
43714,HMC Westeinde Heliport,Den Haag,
43715,Rijnmond Medical Center South Heliport,Rotterdam,
43716,Admiral De Ruyter Hospital Heliport,Goes,
43717,Ziekenhuis Zeeuws-Vlaanderen. Locatie De Honte Heliport,Terneuzen,
45159,Malden Glidersite,Malden,
299505,Middenmeer Airfield,Middenmeer,
299506,Lukkien Heliport,Ede,
299507,TrafficPort Venlo Airfield,Venlo,
299508,Axel Glidersite,Terneuzen,
299509,Glider Field Biddinghuizen,Biddinghuizen,
299510,Castricum Glidersite,Castricum,
299511,De Voorst Glidersite,Marknesse,
299512,Haamstede Glidersite,Burgh-Haamstede,
299513,Heli Holland Heliport,Emmer- Compascuum,
299514,Langeveld Glidersite,Noordwijk,
299515,Nistelrode Glidersite,Bernheze,
299516,Schinveld Glidersite,Onderbanken,
299517,Veendam Glidersite,Veendam,
299518,Venlo Glidersite,Venlo,
299519,Venlo-Herongen Air Base,Venlo,
299521,Havelte Airport,,
299522,Peest Airport,,
299528,Wieringermeer Glidersite,Slootdorp,
299529,Buiksloot Airfield,Amsterdam,
299530,Bergen Airfield,Alkmaar,
301012,Ypenburg Airbase,Den Haag,
312620,Eindhoven Heliport,Eindhoven,
312621,P. van Zutphen Heliport,Best,
315182,Keteloog Helipad,Dronten,
315183,TT Circuit Assen Helipad,,
332663,Keent Aerodrome,Ravenstein,
332665,Soesterberg Glidersite,Soesterberg,
329142,HeliAir Harskamp Heliport,Harskamp,
329917,Noordkop Glidersite,Slootdorp,
332666,Ockenburg Airport,Den Haag,
332667,Waalhaven Airport,Rotterdam,
332668,Schijndel Air Base B.85,Schijndel,
332669,Vliegpark Vlissingen,Vlissingen,
332670,De Rips Airfield B.84,Gemert-Bakel,
332671,De Kluis Airfield B.91,Heumen,
332672,Kessel Airfield,,
332673,Mill Airfield B.89,Mill,
332674,Maaldrift Airfield,Wassenaar,
332675,Helmond Airfield B.86,Helmond,
332676,Heesch Airfield B.88,Nistelrode,
332677,Ede Airfield,Ede,
332678,Boxmeer Airfield,,
332679,Indorama Heliport,Rotterdam,
332680,Witten Glidersite,Assen,
332682,Rotterdam Red Bull Airport,Rotterdam,
334189,Oostvoorne Airfield,Oostvoorne,
334190,Voorburg Airfield,Voorburg,
334191,Eemshaven Airfield,,
334192,Breskens Airfield,,
334999,Vught Emergency Landing Field,Vught,
337279,National Aerospace Laboratory Heliport,Marknesse,
337280,Royal Dutch Aerospace Center,Marknesse,
299211,Salland Glider Field,Lemelerveld,
340433,Schiermonnikoog Heliport,Schiermonnikoog,
343401,Grand Hotel Huis ter Duin Heliport,Noordwijk,
347320,Marnewaard Heliport,Zoutkamp,
430394,Vliehors Shooting Range and Heliport,Oost-Vlieland,
506562,Gavi-Kavel Heliport,Den Haag,
507040,Military Base Joost Dourlein Heliport,Den Hoorn,
509801,Solar Glass Scheuten Venlo Helipad,Venlo,
509802,SIRO Roggel Helipad,,
509803,Coolen Heythuysen Helipad,,
509805,Eric Richter Heliservice BV Helipad,,
509806,Nij Smellinghe Hospital Heliport,Drachten,
509807,Defensie Munitiecomplex Veenhuizen Helipad,,
509808,Johan Willem Frisokazerne Helipad,,
509809,Generaal-Majoor Brugman Kazerne Helipad,,
509810,Feadship Makkum Heliport,Makkum,
509812,De Kreupel Helipad,Andijk,
509813,Koninklijke Nederlandsche Springstoffenfabrieken N.V Helipad,,
509814,Scheper Ziekenhuis Helipad,,
509816,Johannes Post Kazerne Helipad,,
509817,ZGT-Almelo Helipad,,
509818,De Koperen Hoogte Helipad,Zwolle,
509819,Camp Holterhoek Helipad,Eibergen,
509821,Escape Helipad,,
509823,Dohler Roggel Helipad,,
509824,Logistiek Militair Complex Eygelshoven,,
509825,Schaijk Heliport,Schaijk,
509826,Oceanco Helipad,,
509828,HagaZiekenhuis Den Haag Heliport,Den Haag,
509829,Prince Helicopters Helipad,,
509830,Neeltje Jans Helipad,Vrouwenpolder,
509831,Damen Yachting Helipad,,
509832,Marine kazerne Vlissingen Helipad,,
509833,Inter Scaldes Heliport,Kruiningen,
509834,Radarport Saeftinge Helipad,,
509835,Queen Wilhelmina Barracks Heliport,Ossendrecht,
509836,Landgoed Marienhof Helipad,Helvoirt,
509837,Netherlands Traffic Center Heliport,Utrecht,
509838,Princess Margriet Barracks Heliport,Wezep,
509839,Duiven Helipad,,
509840,Gidding Groep Helipad,,
509841,Camping De Muk Helipad,,
509842,Radboud University Medical Center Heliport,Nijmegen,
509843,Willem III Kazerne Helipad,,
509844,Wikselaar Satellite Trading Helipad,,
509845,Kootwijkerbroek Helipad,,
509847,HeliAir Stroe Heliport,Stroe,
509848,Majoor Mulder Kazerne Helipad,,
509849,Vertiport Branderwal,Kootwijkerbroek,
509850,Marine Kazerne Amsterdam Helipad,,
509851,Riwal Hoogwerkerverhuur Helipad,,
509852,Amsterdam UMC Helipad,,
509853,Forteiland IJmuiden Helipad,IJmuiden,
509854,Van Ghent Barracks Heliport,Rotterdam,
509855,C. Steinweg Handelsveem Helipad,,
509856,Vopak Botlek Helipad,,
513867,Pettelaar Heliport,'s-Hertogenbosch,
513869,Northwest Hospital Group Alkmaar Heliport,Alkmaar,
514270,CM.com Circuit Zandvoort Heliport,Zandvoort,
514307,Albert Schweitzer Hospital Dordrecht Heliport,Dordrecht,
515198,D12-B Heliport,,
515203,E17a-A Heliport,,
515485,Borssele Alpha Heliport,,
515493,Q10-A Heliport,IJmuiden,
515503,Haven-A Heliport,,
515505,K17-FA-1 Heliport,,
515530,Slootdorp Glidersite,Hollands Kroon,
2525,Soesterberg Air Base,Soesterberg,
2527,Valkenburg Naval Air Base,Leiden,
29211,De Peel Air Base,Ysselsteyn,
332661,Noordoostpolder / Emmeloord Aerodrome,,
29212,Air Operations Control Station Nieuw Milligen Heliport,Uddel,
316445,Vliegveld Numansdorp,Numansdorp,
316547,Ninglang Luguhu Airport,Ninglang,NLH
31215,Pointe Vele Airport,Futuna Island,FUT
4975,Hihifo Airport,Wallis Island,WLS
23220,Albuquerque Regional Medical Center Heliport,Albuquerque,
23221,Rancho Magdalena Airport,Magdalena,
23222,Biplane Ranch Airport,Moriarty,
23226,Saint Vincent Hospital Heliport,Santa Fe,
23227,Home Heliport,Peralta,
23228,Solo Ranch Airport,Deming,
23229,First Aero Squadron Airpark,Columbus,
23230,Tequesquite Ranch Airport,Albert,
23231,University of New Mexico Hospital Heliport,Albuquerque,
23237,Ray Ranch Airport,Roy,
332490,Flying H Airport,Bosque,
23238,Ruidoso Heliport,Ruidoso,
23241,Sierra Vista Hospital Heliport,Truth or Consequences,
23243,Eastside Airport,Chama,
23244,Lincoln Station Airport,Corona,
23245,Luna Landing Airport,Deming,
23246,Sanostee Airport,Gallup,
23248,Rosebud Airport,Amistad,
23250,Bell Ranch Waggoner Airport,Bell Ranch,
23251,Bell Ranch Headquarters Airport,Bell Ranch,
23252,Keelin Heliport,Alamogordo,
23253,Socorro General Hospital Heliport,Socorro,
23254,Candy Kitchen Ranch Airport,Ramah,
23255,Adobe Ranch Private Airport,Magdalena,
23256,Double V Ranch Airport,Fort Sumner,
23259,Happy Mountain Airport,Pie Town,
23260,Aero Tech Inc Airport,Clovis,
23261,Southwell Headquarters Heliport,Hachita,
23263,Pay Jay Nr 1 Heliport,Artesia,
23264,Pay Jay Nr 2 Heliport,Artesia,
23265,2x4 Ranch Airport,Artesia,
23266,Ensenada Airport,Tierra Amarilla,
23267,J & M Farms Airport,Willard,
23268,Lovelace Westside Hospital Heliport,Albuquerque,
23269,Chloride Airport,Chloride,
23270,Camco Ranch Airport,Nara Visa,
23271,San Miguel Ranch Airport,Las Vegas,
23273,Whitewater Mesa Ranch Airport,Glenwood,
23274,Mystic Bluffs Airport,Ramah,
23275,Governor's Residence Heliport,Santa Fe,
23276,Emergency Operations Center Heliport,Truth or Consequences,
23280,Sjrmc Heliport,Farmington,
23281,Big Sky Airport,Stanley,
23282,Diamond A Ranch Airport,Animas,
23283,Taos County Hospital Heliport,Taos,
23284,Poco Loco Airport,Pie Town,
23287,Casas Adobes Airpark,Mimbres,
23288,Rodeo Airport,Rodeo,
23289,Three Rivers Ranch Airport,Tularosa,
23291,Akin and Akin Airport,Mc Alister,
23292,Cubero Airport,Cubero,
23293,Doolittle Ranch Airport,Watrous,
23295,Memorial Medical Center Heliport,Las Cruces,
23296,Hacienda Sur Luna Airport,Columbus,
23298,Quemado Airport,Quemado,
23301,Industrial Airpark,Hobbs,HBB
23302,G Bar F Ranch Airport,Capitan,
23303,Gila Regional Heliport,Silver City,
23304,Playas Air Strip,Playas,
23305,Jenkins Airport,Roswell,
23306,Skywagon Farm Airport,Bosque,
23307,Manzano-Mountain Air Ranch Airport,Los Lunas,
23308,Amigos Del Cielo Airport,Rodeo,
23309,High Lonesome Airport,Fence Lake,
45544,Tierra de Dios Airport,Rowe,
45543,Lovelace Regional Hospital - Roswell Heliport,Roswell,
45541,Nor-Lea Hospital Heliport,Lovington,
506118,Careflight 25 Heliport,Carlsbad,
316556,Nangade Airport,Nangade,NND
41541,Haga Airfield,Nes,
41542,Maarud,,
41543,Kilen Seaplane Base,Fornebu,
43129,Gressholmen Seaplane Base,Oslo,
43130,Lindøye Seaplane Base,Oslo,
43131,Stavanger Airport Forus,Stavanger,
44320,Vermundsjøen Ice Runway,,
44871,Salangen Airfield Elvenes,Salangen,
44872,Grong/Bjørgan Airfield,Grong,
44874,Graundalen,Snåsa,
44875,Henning (Nedre Langli),Steinkjer,
44876,Frosta Airfield,Frosta,
44877,Agdenes Airfield Breivika,Agdenes,
44878,Meråker Airfield Øian,Meråker,
44879,Ler Airfield,Melhus,
44880,Fiske Airfield,Surnadal,
44881,Gravvold Airfield,Surnadal,
44882,Gossen Airfield,Aukra,
44887,Bjorli Airfield,Lesja,
44888,Wadahl,Sør-Fron,
44889,Atna,Stor-Elvdal,
44890,Sølenstua Airfield,Rendalen,
44891,Rena Airfield Landsørkje,Åmot,
44892,Mesnali Airfield,Ringsaker,
44893,Husodden Airfield,Søndre Land,
44894,Evje Airfield,Evje og Hornnes,
44895,Torsnes Airfield,Borge,
44896,Vestby Airfield,Vestby,
46461,Gjølstad Airfield,Kongsvinger,
46502,Ose Airfield,Bygland,
301829,Feiring Airfield,Feiring,
308241,Bøverbru Airfield,,
308253,Lillehammer Mjøsisen Ice Runway,Lillehammer,
314041,Longyearbyen Airport,Longyearbeyen,
315190,Old Båtsfjord Airport,Båtsfjord,
316410,Ljørdalen Flyplass,,
316518,"Sandnessjøen Heliport, Hospital",Sandnessjøen,
316639,Masjok Airstrip,Masjok,
317759,Huseby Airstrip,Fredrikstad,
317760,Veum Airstrip,Fredrikstad,
317761,Spydeberg Airstrip,Spydeberg,
318070,Rompene Airfield,Dalsøyra,
318071,Ripel Airstrip,Dimmelsvik,
318217,Haukeland Universitetssykehus Heliport,Bergen,
318218,Østfold Hospital Heliport,Kalnes,
318219,Kjøllefjord Airport,Kjøllefjord,
319094,"Bykle Heliport, Hovden",Bykle,
319100,Stangnes Heliport,Harstad,
319102,Harstad Hospital Heliport,Harstad,
319106,"Kinsarvik Heliport, Husemoen",Kinsarvik,
319107,"Kristiansand Heliport, Hospital",Kristiansand,
319108,"Kristiansund Heliport, Hospital",Kristiansund,
319111,"Molde Heliport, Hospital",Molde,
319133,Stryn Airstrip,Stryn,
319148,Suldal Heliport,Suldal,
319149,Stryn Heliport,Stryn,
319150,"Tønsberg Heliport, Hospital",Tønsberg,
319151,Northern Norway University Hospital Heliport,Tromsø,
319355,Setermoen Airstrip,Setermoen,
319356,Overhalla Airstrip,Overhalla,
319357,Eidsberg Airstrip,,
319358,Trøgstad Airfield,Indre Østfold,
320232,Gjerstad Gård Airstrip,Skarnes,
320943,Svenningdal Airstrip,,
320989,Haakonsvern Heliport,Bergen,
322518,Kårstø Heliport,Kårstø,
322796,Herdla Airport,Bergen,
322797,"Bergen Seaplane Base, Sandviken",Bergen,
322798,"Bergen Heliport, Sandviken",Bergen,
322981,Gulli Airstrip,Nes,
325185,Hurdal Airstrip,Hurdal,
329238,Airlift Ljosland,Ljosland,
326391,Ballangen Airfield,Ballangen,
332095,Villmobakken Airstrip,Vanna Island,
328685,Gamvik Airport,Gamvik,
329250,Djupvik Heliport,Narvik,
332157,Gairasmoen Airstrip,Porsanger,
332210,Maggi Beach Airstrip,,
332211,Veslemoen Airstrip,Hammerfest,
332212,Ravnastua Airstrip,Karasjok,
332374,Tana Bru Heliport,,
332946,Skogn Flyplass,,
332947,Skarva Airfield,,
333671,Åsegardmoen Airfield,Harstad,
334040,Lier Airfield,Sylling,
336495,Askestad Airstrip,,
336883,Hovland Hovedgaard Heliport,Hjellestad,
337058,National Police Heliport,Oslo,
337924,Hegglandsdalen Flyplass,,
344033,Løten Forest Airstrip,,
344170,Hjerkinn flyplass,,
345031,Skitnerød flyplass,,
345600,Ruteig Airstrip,,
346206,Blestergrende Airstrip,,
346268,Nord-Herøy Island Airstrip,,
346542,"Sola Sjø, Sømmevågen",,
346800,Haslemoen Flyplass,Våler,
348264,Ålesund Sørneset Seaplane Base,Ålesund,
28117,"Oslo, Fornebu Airport",Oslo,
352332,Storsjøen Ice,Nord-Odal,
575529,Stadsbygd Airfield,Stadsbygd,
510124,Notodden sjøflyplass - Heddalsvatnet,Notodden,
510126,Bykle sjøflyplass - Hovden,,
510127,Vuottašjávri sjøflyplass,Kautokeino,
510128,Fagernes flyplass - Strandefjorden,Fagernes,
512170,Borgund heliport,"Lo, Borgund",
512889,Gjøvik heliport,,
515318,LHL Gardermoen Hospital Heliport,Jessheim,
533173,Frosta Airstrip,,
29259,Frigg QP Platform,,
29266,Narvik Framnes Airport,Narvik,
29276,Huldra Platform,,
29285,Veslefrikk B FPU,,
29286,Valhall A Platform,,
29289,Cod Platform,,
29291,Edda Platform,,
29292,Albuskjell F Platform,,
29293,Gyda Platform,,
29299,Jotun A FPSO,,
29301,Petrojarl Varg FPSO,,
29302,Frigg DP2 Platform,,
29304,Albuskjell A Platform,,
29306,Jotun B Platform,,
29307,Varg Platform,,
29308,POLARIS FIR,,
30517,Værøy STOLport,Værøy,
42222,Svea Airport,Svea,
306971,Nomad River Airport,Nomad River,NOM
308248,Naoro Airport,Naoro Vilage,NOO
308292,Kamal Bazar Airport,Kamal Bazar,
315129,Talcha Rara Mugu Airport,Karkibada,
342097,Pokhara International Airport,Pokhara,PKR
350891,Hotel Everest View Heliport,Khumjung,
350892,Tengboche Monastery Heliport,Khumjung,
350893,Rivendell Lodge Heliport,Khumjung,
350894,Mount Everest Base Camp Heliport,Khumjung,
350895,Pheriche Heliport,Khumjung,
350896,Kala Patthar Heliport,Khumjung,
350897,Tengboche Heliport,Khumjung,
350898,Khumjung Heliport,Khumjung,
350899,Namche Bazar Heliport,Namche,
350900,Thame Helipad Solukhumbu Nepal,Namche,
350901,Lokhim Heliport,Lokhim,
350902,Khanidanda Airport,Diktel,
350903,Magpa Army Heliport,Magpa,
351650,Pathibhara Devi Temple Heliport,Taplejung,
351651,Pathibhara Lodge Heliport,Taplejung,
35199,Mountain Airport,Mountain,
312744,Nipa Airport,Nipa,NPG
45690,Valley Heliport,Fayetteville,
45697,Jordan Field,Mount Gilead,
346062,Highlands - Cashiers Hospital Heliport,Highlands,
45689,Southern Skies Airstrip,Taylorsville,
45680,Hunter Construction Heliport,Mooresville,
346682,Yancey EMS Medical Heliport,Burnsville,
324482,Brunswick Nuclear Plant Helipad,Southport,
345612,Raeford West Airport,Raeford,
506348,Hardaway Field,Burlington,
324420,Vidant Multispecialty Clinic Heliport,Belhaven,
341619,Saw Home Heliport,Rocky Mount,
337165,Sampson County Heliport,Dunn,
325064,Atrium Health Harrisburg Heliport,Charlotte,
